symbol,currency,exchange_timezone,exchange,mic_code,type,datetime,open_value,high_value,low_value,close_value,volume
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-16,183.42,184.85,181.67,182.31,49701400
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-15,183.55,184.49,181.35,183.86,65434500
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-14,185.32,185.53,182.44,184.15,54630500
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-13,185.77,186.21,183.51,185.04,56529500
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-12,188.42,188.67,186.79,187.15,41781900
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-09,188.65,189.99,188.0,188.85,45155200
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-08,189.39,189.54,187.35,188.32,40962000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-07,190.64,191.05,188.61,189.41,53439000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-06,186.86,189.31,186.77,189.3,43490800
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-05,188.15,189.25,185.84,187.68,69668800
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-02,179.86,187.33,179.25,185.85,102518000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-01,183.99,186.95,183.82,186.86,64885400
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-31,187.04,187.1,184.35,184.4,55467800
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-30,190.94,191.8,187.47,188.04,55859400
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-29,192.01,192.2,189.58,191.73,47145600
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-26,194.27,194.76,191.94,192.42,44594000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-25,195.22,196.27,193.11,194.17,54822100
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-24,195.42,196.38,194.34,194.5,53631300
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-23,195.02,195.75,193.83,195.18,42355600
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-22,192.3,195.33,192.26,193.89,60133900
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-19,189.33,191.95,188.82,191.56,68741000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-18,186.09,189.14,185.83,188.63,78005800
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-17,181.27,182.93,180.3,182.68,47317400
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-16,182.16,184.26,180.93,183.63,65603000
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-12,186.06,186.74,185.19,185.92,40444700
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-11,186.54,187.05,183.62,185.59,49128400
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-10,184.35,186.4,183.92,186.19,46792900
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-09,183.92,185.15,182.73,185.14,42841800
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-08,182.09,185.6,181.5,185.56,59144500
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-05,181.99,182.76,180.17,181.18,62303300
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-04,182.15,183.09,180.88,181.91,71983600
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-03,184.22,185.88,183.43,184.25,58414500
AAPL,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-02,187.15,188.44,183.89,185.64,82488700
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-26,180.0,180.45,178.0,178.3,28994732
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-25,178.01,180.99,177.24,179.71,29815500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-22,177.75,179.26,176.75,178.87,27964100
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-21,179.99,181.42,178.15,178.15,32824300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-20,176.14,178.53,174.64,178.15,29947200
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-19,174.22,176.09,173.52,175.9,26880900
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-18,175.8,176.69,174.28,174.48,31250700
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-15,176.64,177.93,173.9,174.42,72115500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-14,177.69,179.53,176.47,178.75,43705800
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-13,175.9,177.62,175.55,176.56,30772600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-12,173.5,176.76,171.98,175.39,36610600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-11,174.31,174.47,171.47,171.96,28484800
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-08,176.44,178.79,174.33,175.35,37853500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-07,174.83,177.99,173.72,176.82,34063300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-06,175.54,176.46,173.26,173.51,32090900
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-05,176.93,176.93,173.3,174.12,37228300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-04,177.53,180.14,177.49,177.58,37381500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-03-01,176.75,178.73,176.07,178.22,31956200
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-29,173.01,177.22,172.85,176.76,53805400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-28,172.44,174.05,172.27,173.16,28180500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-27,174.08,174.62,172.86,173.54,31141700
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-26,175.7,176.37,174.26,174.73,44368600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-23,174.28,175.75,173.7,174.99,59715200
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-22,173.1,174.8,171.77,174.58,55392400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-21,168.94,170.23,167.14,168.59,44575600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-20,167.83,168.71,165.74,167.08,41980300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-16,168.74,170.42,167.17,169.51,48074600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-15,170.58,171.17,167.59,169.8,49855200
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-14,169.21,171.21,168.28,170.98,42815500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-13,167.73,170.95,165.75,168.64,56345100
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-12,174.8,175.39,171.54,172.34,51050400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-09,170.9,175.0,170.58,174.45,56986000
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-08,169.65,171.43,168.88,169.84,42316500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-07,169.48,170.88,168.94,170.53,47174100
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-06,169.39,170.71,167.65,169.15,42505500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-05,170.2,170.55,167.7,170.31,55081300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-02,169.19,172.5,167.33,171.81,117154900
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-02-01,155.87,159.76,155.62,159.28,76542400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-31,157.0,159.01,154.81,155.2,50284400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-30,160.7,161.73,158.49,159.0,45207400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-29,159.34,161.29,158.9,161.26,45270400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-26,158.42,160.72,157.91,159.12,51047400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-25,156.95,158.51,154.55,157.75,43638600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-24,157.8,158.51,156.48,156.87,48547300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-23,154.85,156.21,153.93,156.02,37986000
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-22,156.89,157.05,153.9,154.78,43687500
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-19,153.83,155.76,152.74,155.34,51033700
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-18,152.77,153.78,151.82,153.5,37850200
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-17,151.49,152.15,149.91,151.71,34953400
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-16,153.53,154.99,152.15,153.16,41384600
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-12,155.39,156.2,154.01,154.62,40460300
AMZN,USD,America/New_York,NASDAQ,XNGS,Common Stock,2024-01-11,155.04,157.17,153.12,155.18,49072700
